Evento ID,Tipo de evento,Magnitud,Vs30,Archivo H1,Ruta H1,Archivo H2,Ruta H2,Archivo V,Ruta V
RSN1337_CHICHI,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN1337_CHICHI_ILA049-E.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN1337_CHICHI_ILA049-E.AT2,RSN1337_CHICHI_ILA049-N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN1337_CHICHI_ILA049-N.AT2,RSN1337_CHICHI_ILA049-V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN1337_CHICHI_ILA049-V.AT2
RSN1357_CHICHI,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN1357_CHICHI_KAU011-E.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN1357_CHICHI_KAU011-E.AT2,RSN1357_CHICHI_KAU011-N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN1357_CHICHI_KAU011-N.AT2,RSN1357_CHICHI_KAU011-V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN1357_CHICHI_KAU011-V.AT2
RSN1364_CHICHI,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN1364_CHICHI_KAU032-E.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN1364_CHICHI_KAU032-E.AT2,RSN1364_CHICHI_KAU032-N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN1364_CHICHI_KAU032-N.AT2,RSN1364_CHICHI_KAU032-V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN1364_CHICHI_KAU032-V.AT2
RSN1365_CHICHI,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN1365_CHICHI_KAU033-E.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN1365_CHICHI_KAU033-E.AT2,RSN1365_CHICHI_KAU033-N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN1365_CHICHI_KAU033-N.AT2,RSN1365_CHICHI_KAU033-V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN1365_CHICHI_KAU033-V.AT2
RSN1390_CHICHI,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN1390_CHICHI_KAU075-E.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN1390_CHICHI_KAU075-E.AT2,RSN1390_CHICHI_KAU075-N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN1390_CHICHI_KAU075-N.AT2,RSN1390_CHICHI_KAU075-V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN1390_CHICHI_KAU075-V.AT2
RSN1411_CHICHI,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN1411_CHICHI_TAP005-N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN1411_CHICHI_TAP005-N.AT2,RSN1411_CHICHI_TAP005-E.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN1411_CHICHI_TAP005-E.AT2,RSN1411_CHICHI_TAP005-V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN1411_CHICHI_TAP005-V.AT2
RSN1412_CHICHI,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN1412_CHICHI_TAP006-N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN1412_CHICHI_TAP006-N.AT2,RSN1412_CHICHI_TAP006-E.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN1412_CHICHI_TAP006-E.AT2,RSN1412_CHICHI_TAP006-V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN1412_CHICHI_TAP006-V.AT2
RSN1414_CHICHI,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN1414_CHICHI_TAP008-N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN1414_CHICHI_TAP008-N.AT2,RSN1414_CHICHI_TAP008-E.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN1414_CHICHI_TAP008-E.AT2,RSN1414_CHICHI_TAP008-V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN1414_CHICHI_TAP008-V.AT2
RSN1418_CHICHI,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN1418_CHICHI_TAP014-N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN1418_CHICHI_TAP014-N.AT2,RSN1418_CHICHI_TAP014-E.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN1418_CHICHI_TAP014-E.AT2,RSN1418_CHICHI_TAP014-V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN1418_CHICHI_TAP014-V.AT2
RSN1421_CHICHI,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN1421_CHICHI_TAP021-N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN1421_CHICHI_TAP021-N.AT2,RSN1421_CHICHI_TAP021-E.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN1421_CHICHI_TAP021-E.AT2,RSN1421_CHICHI_TAP021-V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN1421_CHICHI_TAP021-V.AT2
RSN1422_CHICHI,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN1422_CHICHI_TAP024-S.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN1422_CHICHI_TAP024-S.AT2,RSN1422_CHICHI_TAP024-W.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN1422_CHICHI_TAP024-W.AT2,RSN1422_CHICHI_TAP024-V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN1422_CHICHI_TAP024-V.AT2
RSN1423_CHICHI,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN1423_CHICHI_TAP026-N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN1423_CHICHI_TAP026-N.AT2,RSN1423_CHICHI_TAP026-E.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN1423_CHICHI_TAP026-E.AT2,RSN1423_CHICHI_TAP026-V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN1423_CHICHI_TAP026-V.AT2
RSN1538_CHICHI,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN1538_CHICHI_TCU112-E.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN1538_CHICHI_TCU112-E.AT2,RSN1538_CHICHI_TCU112-N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN1538_CHICHI_TCU112-N.AT2,RSN1538_CHICHI_TCU112-V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN1538_CHICHI_TCU112-V.AT2
RSN1542_CHICHI,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN1542_CHICHI_TCU117-E.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN1542_CHICHI_TCU117-E.AT2,RSN1542_CHICHI_TCU117-N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN1542_CHICHI_TCU117-N.AT2,RSN1542_CHICHI_TCU117-V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN1542_CHICHI_TCU117-V.AT2
RSN2454_CHICHI.03,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN2454_CHICHI.03_CHY017N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN2454_CHICHI.03_CHY017N.AT2,RSN2454_CHICHI.03_CHY017W.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN2454_CHICHI.03_CHY017W.AT2,RSN2454_CHICHI.03_CHY017V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN2454_CHICHI.03_CHY017V.AT2
RSN2463_CHICHI.03,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN2463_CHICHI.03_CHY032N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN2463_CHICHI.03_CHY032N.AT2,RSN2463_CHICHI.03_CHY032E.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN2463_CHICHI.03_CHY032E.AT2,RSN2463_CHICHI.03_CHY032V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN2463_CHICHI.03_CHY032V.AT2
RSN2464_CHICHI.03,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN2464_CHICHI.03_CHY033N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN2464_CHICHI.03_CHY033N.AT2,RSN2464_CHICHI.03_CHY033E.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN2464_CHICHI.03_CHY033E.AT2,RSN2464_CHICHI.03_CHY033V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN2464_CHICHI.03_CHY033V.AT2
RSN2471_CHICHI.03,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN2471_CHICHI.03_CHY044N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN2471_CHICHI.03_CHY044N.AT2,RSN2471_CHICHI.03_CHY044E.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN2471_CHICHI.03_CHY044E.AT2,RSN2471_CHICHI.03_CHY044V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN2471_CHICHI.03_CHY044V.AT2
RSN2473_CHICHI.03,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN2473_CHICHI.03_CHY047N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN2473_CHICHI.03_CHY047N.AT2,RSN2473_CHICHI.03_CHY047W.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN2473_CHICHI.03_CHY047W.AT2,RSN2473_CHICHI.03_CHY047V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN2473_CHICHI.03_CHY047V.AT2
RSN2476_CHICHI.03,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN2476_CHICHI.03_CHY054N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN2476_CHICHI.03_CHY054N.AT2,RSN2476_CHICHI.03_CHY054E.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN2476_CHICHI.03_CHY054E.AT2,RSN2476_CHICHI.03_CHY054V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN2476_CHICHI.03_CHY054V.AT2
RSN2478_CHICHI.03,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN2478_CHICHI.03_CHY056N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN2478_CHICHI.03_CHY056N.AT2,RSN2478_CHICHI.03_CHY056E.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN2478_CHICHI.03_CHY056E.AT2,RSN2478_CHICHI.03_CHY056V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN2478_CHICHI.03_CHY056V.AT2
RSN2492_CHICHI.03,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN2492_CHICHI.03_CHY076N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN2492_CHICHI.03_CHY076N.AT2,RSN2492_CHICHI.03_CHY076E.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN2492_CHICHI.03_CHY076E.AT2,RSN2492_CHICHI.03_CHY076V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN2492_CHICHI.03_CHY076V.AT2
RSN2493_CHICHI.03,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN2493_CHICHI.03_CHY078N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN2493_CHICHI.03_CHY078N.AT2,RSN2493_CHICHI.03_CHY078E.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN2493_CHICHI.03_CHY078E.AT2,RSN2493_CHICHI.03_CHY078V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN2493_CHICHI.03_CHY078V.AT2
RSN2497_CHICHI.03,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN2497_CHICHI.03_CHY082N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN2497_CHICHI.03_CHY082N.AT2,RSN2497_CHICHI.03_CHY082E.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN2497_CHICHI.03_CHY082E.AT2,RSN2497_CHICHI.03_CHY082V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN2497_CHICHI.03_CHY082V.AT2
RSN2501_CHICHI.03,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN2501_CHICHI.03_CHY090N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN2501_CHICHI.03_CHY090N.AT2,RSN2501_CHICHI.03_CHY090E.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN2501_CHICHI.03_CHY090E.AT2,RSN2501_CHICHI.03_CHY090V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN2501_CHICHI.03_CHY090V.AT2
RSN2502_CHICHI.03,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN2502_CHICHI.03_CHY093N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN2502_CHICHI.03_CHY093N.AT2,RSN2502_CHICHI.03_CHY093W.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN2502_CHICHI.03_CHY093W.AT2,RSN2502_CHICHI.03_CHY093V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN2502_CHICHI.03_CHY093V.AT2
RSN2510_CHICHI.03,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN2510_CHICHI.03_CHY107N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN2510_CHICHI.03_CHY107N.AT2,RSN2510_CHICHI.03_CHY107W.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN2510_CHICHI.03_CHY107W.AT2,RSN2510_CHICHI.03_CHY107V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN2510_CHICHI.03_CHY107V.AT2
RSN2513_CHICHI.03,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN2513_CHICHI.03_CHY116N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN2513_CHICHI.03_CHY116N.AT2,RSN2513_CHICHI.03_CHY116W.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN2513_CHICHI.03_CHY116W.AT2,RSN2513_CHICHI.03_CHY116V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN2513_CHICHI.03_CHY116V.AT2
RSN2559_CHICHI.03,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN2559_CHICHI.03_ILA013N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN2559_CHICHI.03_ILA013N.AT2,RSN2559_CHICHI.03_ILA013W.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN2559_CHICHI.03_ILA013W.AT2,RSN2559_CHICHI.03_ILA013V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN2559_CHICHI.03_ILA013V.AT2
RSN2561_CHICHI.03,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN2561_CHICHI.03_ILA044N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN2561_CHICHI.03_ILA044N.AT2,RSN2561_CHICHI.03_ILA044W.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN2561_CHICHI.03_ILA044W.AT2,RSN2561_CHICHI.03_ILA044V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN2561_CHICHI.03_ILA044V.AT2
RSN2562_CHICHI.03,3 Reverse-Oblique,Mag. 6-8,Vs30. 0-200,RSN2562_CHICHI.03_ILA048N.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 2/RSN2562_CHICHI.03_ILA048N.AT2,RSN2562_CHICHI.03_ILA048W.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Horizontal 1/RSN2562_CHICHI.03_ILA048W.AT2,RSN2562_CHICHI.03_ILA048V.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/3 Reverse-Oblique/Mag. 6-8/Vs30. 0-200/Componente Vertical/RSN2562_CHICHI.03_ILA048V.AT2
